key,F001,F010_str,F245,normalized_title,normalized_edition,normalized_pub,source,match_key,F007_str,F020_str,F250_str,F260_str,id_list_str,key_array_str,F007_code,F007_desc,borrowdir_id
9780393046977,9963979683503681,98035255,House of sand and fog / Andre Dubus III.,house of sand and fog andre dubus iii,readers edition,,penn,house of sand and fog andre dubus iii_readers edition,ta,0676594824; 9780676594829; 0393046974; 9780393046977; 0375727345 paperback; 9780375727344 paperback; 0375708413; 9780375708411,Reader's edition.,,98035255; 0676594824; 9780676594829; 0393046974; 9780393046977; 0375727345 paperback; 9780375727344 paperback; 0375708413; 9780375708411,98035255; 0676594824; 9780676594829; 0393046974; 9780393046977; 0375727345 paperback; 9780375727344 paperback; 0375708413; 9780375708411,t,Text,"['1a1478bc-b5ff-424b-bbcb-062f84cb1c17', '9f0c9136-6231-42e0-8347-9c8d1673c47c', '17258388-48b1-43e5-ab6c-0ffdf9f4e174']"
2013316151,9961405253503681,2013316151,Ladakh : the moonland / Fida Mohammad Khan Hassnain.,ladakh the moonland fida mohammad khan hassnain,revised and enlarged edition,,penn,ladakh the moonland fida mohammad khan hassnain_revised and enlarged edition,ta,9788183391986; 8183391982,Revised and enlarged edition.,,2013316151; 9788183391986; 8183391982,2013316151; 9788183391986; 8183391982,t,Text,['79c240ed-2a6b-4042-90b7-bb86a9b8c27b']
9783955650469,9977163019103681,,Markus und der Golem / Bodo Schulenburg ; mit einem Nachwort von Gabriele von Glasenapp.,markus und der golem / bodo schulenburg ; mit einem nachwort von gabriele von glasenapp.,1. auflage.,,penn,markus und der golem / bodo schulenburg ; mit einem nachwort von gabriele von glasenapp._1. auflage.,tu,9783955650469; 3955650464,1. Auflage.,,9783955650469; 3955650464,9783955650469; 3955650464,t,Text,['3fc99c83-5de7-442e-a696-4248093fd348']
9786052249659 (hardback),9978098466803681,,"Molla Lûtfi ve Fütûhât'ı / hazırlayanlar Ömer Mahir Alper, Yasin Apaydın.","molla lûtfi ve fütûhât'ı / hazırlayanlar ömer mahir alper, yasin apaydın.",birinci basım.,,penn,"molla lûtfi ve fütûhât'ı / hazırlayanlar ömer mahir alper, yasin apaydın._birinci basım.",ta,9786052249659 (hardback); 605224965X,Birinci basım.,,9786052249659 (hardback); 605224965X,9786052249659 (hardback); 605224965X,t,Text,"['7d5cdb1b-ee28-448d-9b34-bfcea63873e2', '91fce5ad-00ba-42c6-a57a-81439c867f27']"
55000310,996036163503681,55000310,Practical mycology; manual for identification of fungi.,practical mycology manual for identification of fungi,,,penn,practical mycology manual for identification of fungi,ta,,,,55000310,55000310,t,Text,"['e569bac7-2d88-4f8f-acc8-77a368aa6f8c', '4118a15b-249b-46fd-9480-26f11641871e', '5e0c317f-6a37-44a8-841c-f6e72b3f7ae8', 'd464fdd9-14b2-4418-a117-db65ba0876e3', '2285ba1a-9f6c-4a10-84ab-a35eb756e054', 'ac986a69-144c-4175-97aa-9c3fc7cfa359', '3f572c86-b4db-47ad-9b52-9de4bd0739dc', 'cb0c8cc6-e2ac-41d9-8ed0-30efb5526553', '2c9ae672-fa84-4a62-b792-4fec56628bbd', '973505e3-d609-47ff-8015-18c35b38d0f9', 'bfab13b5-3c79-47d4-8e01-d410ae5e5d7d', 'e1d706f5-b19b-4aa9-8d0a-7ad465a63a72', '4ab95373-1b50-4392-a41c-afe4ba4b8cc1', '3f153e7c-8412-4649-9c00-f195c1ebf14c', '044521ec-0d71-47b3-a8f8-ad5577cc3102', '02a8e84c-1d34-4ba4-8a39-1eae7a7be369', 'd429af08-42e9-4143-a5fe-16c76562ce23', '0760cc31-12b9-488a-a581-949f338c69ec', 'f150634b-d986-4a6e-a059-0a4a6a3f2895', 'fcf5003b-c201-4792-aca2-4d7540fac1d3']"
9780545846608 (hardcover),9977256814603681,2015048831,Save me a seat / Sarah Weeks and Gita Varadarajan.,save me a seat / sarah weeks and gita varadarajan.,first edition,,penn,save me a seat / sarah weeks and gita varadarajan._first edition,ta,9780545846608 (hardcover); 0545846609 (hardcover); 9781338110791 (pb); 1338110799 (pb),First edition.,,2015048831; 9780545846608 (hardcover); 0545846609 (hardcover); 9781338110791 (pb); 1338110799 (pb),2015048831; 9780545846608 (hardcover); 0545846609 (hardcover); 9781338110791 (pb); 1338110799 (pb),t,Text,['54766705-3c4c-4b9e-9329-89493d6c5938']
sustainable urban form for indian cities,9954387473503681,,Sustainable urban form for Indian cities.,sustainable urban form for indian cities,,,penn,sustainable urban form for indian cities,ta,,,,,sustainable urban form for indian cities,t,Text,"['5e52fadc-f655-41e7-bae9-778db7ee8bbe', '23fdd25b-678b-474a-a708-75a5af2a6a16', '6c37516e-377a-4b14-be62-5cdeebcbc7f1', '33de1cd3-ba0a-4697-b850-57a2ddadaa67', 'f9b61570-3b27-4cf6-894b-d269b70972a2', '8d3a4b85-98ae-4ce1-8f54-3869200ce575', '99e96e57-430e-40f1-b8a4-fafa570dbe1d', '1e5ec473-c5f5-4787-80bb-4b66062a2be1', 'c52a0ee9-7049-48f4-b88d-12d6debee2c2', '38929586-e9df-453e-b51b-f38de0dca689', 'b7851656-7a28-4ef7-8537-b4d4467ec3ad', '83f434a3-9d4b-43a9-8b91-7637fee8c8d1', '3f228fd0-600a-49e6-bbe6-e181c1b2b1be', '8f182e03-0129-4962-b8d0-c673b2c6a648', '381912eb-92c7-4a93-9f47-1d4552f09fbe', 'b2ece2c6-88f8-4a76-8d0c-2accc5b830cc', '614726a8-5f0b-4d3c-b1db-3e4e88d66743', 'ec0e676a-a085-4020-bcf2-f3319d235e37', '48798e61-de3a-45c0-95fc-17e9daec0390', 'a80fc545-8723-4367-b4c6-e369324e49bc']"
1771314648,9977446872003681,2017479235,The girls with stone faces / Arleen PareÌ&#x0081.,the girls with stone faces arleen pareix0081,,,penn,the girls with stone faces arleen pareix0081,ta,9781771314640 (softcover); 1771314648; 9781771314664; 1771314664; 9781771314657 (epub),,,2017479235; 9781771314640 (softcover); 1771314648; 9781771314664; 1771314664; 9781771314657 (epub),2017479235; 9781771314640 (softcover); 1771314648; 9781771314664; 1771314664; 9781771314657 (epub),t,Text,[]
0063035081 hardcover,9977984408703681,2020017376,The night always comes : a novel / Willy Vlautin.,the night always comes a novel willy vlautin,first edition,,penn,the night always comes a novel willy vlautin_first edition,ta,9780063035089 hardcover; 0063035081 hardcover; 9780063035102 electronic book,First edition.,,2020017376; 9780063035089 hardcover; 0063035081 hardcover; 9780063035102 electronic book,2020017376; 9780063035089 hardcover; 0063035081 hardcover; 9780063035102 electronic book,t,Text,['d254f290-fe33-47b3-817d-f0d1dd480d58']
9788178243658,9958904973503681,,Unsettling the past : unknown aspects and scholarly assessments of D.D. Kosambi / edited by Meera Kosambi.,unsettling the past unknown aspects and scholarly assessments of dd kosambi edited by meera kosambi,,,penn,unsettling the past unknown aspects and scholarly assessments of dd kosambi edited by meera kosambi,ta,8178243652; 9788178243658,,,8178243652; 9788178243658,8178243652; 9788178243658,t,Text,['5043e2f5-d825-4de3-9b0b-a8cf16d3cae4']
9788184573435,9978011575403681,,880-01 Ādhunika tantravādyoṃ kī jananī vīṇā / Anupamā Śarmā.,880-01 ādhunika tantravādyoṃ kī jananī vīṇā / anupamā śarmā.,880-02 1. saṃskaraṇa.,,penn,880-01 ādhunika tantravādyoṃ kī jananī vīṇā / anupamā śarmā._880-02 1. saṃskaraṇa.,ta,9788184573435,880-02 1. saṃskaraṇa.,,9788184573435,9788184573435,t,Text,['f49aa5a7-92a0-43cb-905c-692bf523093f']
(hbd.),9977952865603681,,880-01 Kalkiyin̲ amaratārā : mutal pākamum iraṇṭām pākamum iṇaintatu / Ān̲anti.,880-01 kalkiyin̲ amaratārā : mutal pākamum iraṇṭām pākamum iṇaintatu / ān̲anti.,880-02 6. patippu.,,penn,880-01 kalkiyin̲ amaratārā : mutal pākamum iraṇṭām pākamum iṇaintatu / ān̲anti._880-02 6. patippu.,ta,(hbd.),880-02 6. patippu.,,(hbd.),(hbd.),t,Text,['d80aaefc-001d-4721-aed1-d9309f719789']
880-01 nenapina dōṇiyalli / kuvempu._880-02 9. mudraṇa.,9957506173503681,,880-01 Nenapina dōṇiyalli / Kuvempu.,880-01 nenapina dōṇiyalli / kuvempu.,880-02 9. mudraṇa.,,penn,880-01 nenapina dōṇiyalli / kuvempu._880-02 9. mudraṇa.,ta,,880-02 9. mudraṇa.,,,880-01 nenapina dōṇiyalli / kuvempu._880-02 9. mudraṇa.,t,Text,['f38ec284-61f0-41f8-a9df-110f40a62ab6']
880-01 sadyba ivana mazepy u baturyni : rozkopy 2011 roku / zenon kohut ... [et al. ; upori͡adnyk volodymyr mezent͡sev].,9977241452403681,,880-01 Sadyba Ivana Mazepy u Baturyni : rozkopy 2011 roku / Zenon Kohut ... [et al. ; upori͡adnyk Volodymyr Mezent͡sev].,880-01 sadyba ivana mazepy u baturyni : rozkopy 2011 roku / zenon kohut ... [et al. ; upori͡adnyk volodymyr mezent͡sev].,,,penn,880-01 sadyba ivana mazepy u baturyni : rozkopy 2011 roku / zenon kohut ... [et al. ; upori͡adnyk volodymyr mezent͡sev].,ta,,,,,880-01 sadyba ivana mazepy u baturyni : rozkopy 2011 roku / zenon kohut ... [et al. ; upori͡adnyk volodymyr mezent͡sev].,t,Text,['753e6adf-a053-49c1-b648-a0f4d5152909']
9788126434176 paperback,9959112513503681,,"880-01 Tiḷakkamārnna orāyiraṃ sūryanmār / Khālid Hosaini ; vivarttanaṃ, Ramā Mēnōn.","880-01 tiḷakkamārnna orāyiraṃ sūryanmār / khālid hosaini ; vivarttanaṃ, ramā mēnōn.",,,penn,"880-01 tiḷakkamārnna orāyiraṃ sūryanmār / khālid hosaini ; vivarttanaṃ, ramā mēnōn.",ta,9788126434176 paperback,,,9788126434176 paperback,9788126434176 paperback,t,Text,['4b660116-7036-41fe-ad1e-2a511ee10762']
880-01 viśvanātha satyanārāyaṇa / kōvela suprasannācārya.,9957614283503681,,880-01 Viśvanātha Satyanārāyaṇa / Kōvela Suprasannācārya.,880-01 viśvanātha satyanārāyaṇa / kōvela suprasannācārya.,,,penn,880-01 viśvanātha satyanārāyaṇa / kōvela suprasannācārya.,ta,,,,,880-01 viśvanātha satyanārāyaṇa / kōvela suprasannācārya.,t,Text,['c86990b3-d7f3-4690-bda5-64481e047e6e']
4892536369,9978104214803681,,880-01 Nichiro senso photo kuronikuru = A photo chronicle of Russo-Japanese War.,88001 nichiro senso photo kuronikuru a photo chronicle of russojapanese war,,,penn,88001 nichiro senso photo kuronikuru a photo chronicle of russojapanese war,ta,9784892536366; 4892536369,,,9784892536366; 4892536369,9784892536366; 4892536369,t,Text,[]
2016033435,9977156650703681,2016033435,Are you sleeping / Kathleen Barber.,are you sleeping / kathleen barber.,first gallery books hardcover edition,,penn,are you sleeping / kathleen barber._first gallery books hardcover edition,ta,9781501157660 (hardback); 1501157663 (hardback); 9781501157684 (trade paperback); 150115768X (trade paperback); 9781501157707 (ebook),First Gallery books hardcover edition.,,2016033435; 9781501157660 (hardback); 1501157663 (hardback); 9781501157684 (trade paperback); 150115768X (trade paperback); 9781501157707 (ebook),2016033435; 9781501157660 (hardback); 1501157663 (hardback); 9781501157684 (trade paperback); 150115768X (trade paperback); 9781501157707 (ebook),t,Text,['b3d73f06-cc8a-4b1b-b08d-d509cb6a4412']
0300218818 (hardcover ; alkaline paper),9977578744203681,2018936849,Ezekiel 38-48 : a new translation with introduction and commentary / Stephen L. Cook.,ezekiel 3848 a new translation with introduction and commentary stephen l cook,,,penn,ezekiel 3848 a new translation with introduction and commentary stephen l cook,ta,9780300218817 (hardcover ; alkaline paper); 0300218818 (hardcover ; alkaline paper),,,2018936849; 9780300218817 (hardcover ; alkaline paper); 0300218818 (hardcover ; alkaline paper),2018936849; 9780300218817 (hardcover ; alkaline paper); 0300218818 (hardcover ; alkaline paper),t,Text,[]
fifteenth report ministry of overseas indian affairs problems relating to overseas indian marriages scheme for providing legalfinancial assistancerehabilitation to indian women deserted by their overseas indian spouses presented to honble speaker lok sabha on 12 jul 2012 presented to lok sabha on laid in rajya sabha on 14 aug 2012 standing committee on external affairs 20112012 fifteenth lok sabha,9962451553503681,,"Fifteenth report : Ministry of Overseas Indian Affairs : problems relating to overseas Indian marriages: scheme for providing legal/financial assistance/rehabilitation to Indian women deserted by their overseas Indian spouses, presented to hon'ble speaker, Lok Sabha on 12 Jul, 2012, presented to Lok Sabha on-, laid in Rajya Sabha on 14 Aug 2012 / Standing Committee on External Affairs (2011-2012), Fifteenth Lok Sabha.",fifteenth report ministry of overseas indian affairs problems relating to overseas indian marriages scheme for providing legalfinancial assistancerehabilitation to indian women deserted by their overseas indian spouses presented to honble speaker lok sabha on 12 jul 2012 presented to lok sabha on laid in rajya sabha on 14 aug 2012 standing committee on external affairs 20112012 fifteenth lok sabha,,,penn,fifteenth report ministry of overseas indian affairs problems relating to overseas indian marriages scheme for providing legalfinancial assistancerehabilitation to indian women deserted by their overseas indian spouses presented to honble speaker lok sabha on 12 jul 2012 presented to lok sabha on laid in rajya sabha on 14 aug 2012 standing committee on external affairs 20112012 fifteenth lok sabha,ta,,,,,fifteenth report ministry of overseas indian affairs problems relating to overseas indian marriages scheme for providing legalfinancial assistancerehabilitation to indian women deserted by their overseas indian spouses presented to honble speaker lok sabha on 12 jul 2012 presented to lok sabha on laid in rajya sabha on 14 aug 2012 standing committee on external affairs 20112012 fifteenth lok sabha,t,Text,[]
177550204X paperback,9970635193503681,,Huia short stories. 11 : contemporary Māori fiction.,huia short stories 11 contemporary maori fiction,,,penn,huia short stories 11 contemporary maori fiction,ta,9781775502043; 177550204X paperback,,,9781775502043; 177550204X paperback,9781775502043; 177550204X paperback,t,Text,['b8710e24-ab76-431f-ac91-5d237b99dceb']
9789381217399,9978025465503681,2014362106,"Indian divine : gods & goddesses in 19th and 20th century modern art / chief editor, Kishore Singh.",indian divine gods goddesses in 19th and 20th century modern art chief editor kishore singh,,,penn,indian divine gods goddesses in 19th and 20th century modern art chief editor kishore singh,ta,9789381217399; 9381217394,,,2014362106; 9789381217399; 9381217394,2014362106; 9789381217399; 9381217394,t,Text,['caddea5c-d13f-4737-bdce-5f2dea2c84fa']
9788132113508,9961852073503681,2013040849,"Inside-outside : two views of social change in rural India / B.S. Baviskar, D.W. Attwood.",insideoutside two views of social change in rural india bs baviskar dw attwood,,,penn,insideoutside two views of social change in rural india bs baviskar dw attwood,ta,9788132113508; 8132113500,,,2013040849; 9788132113508; 8132113500,2013040849; 9788132113508; 8132113500,t,Text,[]
9788126030590 (paperback),9963701023503681,2012337033,Kath : stories from Kashmir / compiled and translated by Neerja Mattoo.,kath stories from kashmir compiled and translated by neerja mattoo,,,penn,kath stories from kashmir compiled and translated by neerja mattoo,ta,9788126030590 (paperback); 8126030593 (paperback),,,2012337033; 9788126030590 (paperback); 8126030593 (paperback),2012337033; 9788126030590 (paperback); 8126030593 (paperback),t,Text,['a78a7960-6228-482e-99f1-7dfde797a888']
9788171382606,9958734833503681,,Kula jamā bīsa : [upanyāsa] / Rajanī Gupta.,kula jamā bīsa : [upanyāsa] / rajanī gupta.,saṃskaraṇa 1.,,penn,kula jamā bīsa : [upanyāsa] / rajanī gupta._saṃskaraṇa 1.,ta,9788171382606; 8171382606,Saṃskaraṇa 1.,,9788171382606; 8171382606,9788171382606; 8171382606,t,Text,['4d0363b0-97de-486a-ab68-cc60383a5f15']
9781551527208 (paperback),9977566943403681,2019396342,Little fish / Casey Plett.,little fish casey plett,,,penn,little fish casey plett,ta,9781551527208 (paperback); 1551527200 (paperback); 9781551527215 (HTML),,,2019396342; 9781551527208 (paperback); 1551527200 (paperback); 9781551527215 (HTML),2019396342; 9781551527208 (paperback); 1551527200 (paperback); 9781551527215 (HTML),t,Text,"['baeb1517-778d-4d57-b8d4-fbc2aa229e03', 'd9446cff-d583-410e-90c3-04c00b908c85', '920a37e7-923a-45ec-86e5-5276f9a05cfe', 'aa8c3232-ed55-497c-94ea-73c2fb8cb9ad']"
2011350890,9954264053503681,2011350890,"Mapping the field : gender relations in contemporary India / edited by Nirmala Banerjee, Samita Sen and Nandita Dhawan.",mapping the field gender relations in contemporary india edited by nirmala banerjee samita sen and nandita dhawan,,,penn,mapping the field gender relations in contemporary india edited by nirmala banerjee samita sen and nandita dhawan,ta,9788190676069 vol.1 paperback; 8190676067 vol.1; 9789381345009 vol.2; 9381345007 vol. 2,,,2011350890; 9788190676069 vol.1 paperback; 8190676067 vol.1; 9789381345009 vol.2; 9381345007 vol. 2,2011350890; 9788190676069 vol.1 paperback; 8190676067 vol.1; 9789381345009 vol.2; 9381345007 vol. 2,t,Text,['15f9da9f-35c4-4373-83e1-654f942aaa8b']
9788174369673 paperback,9962571093503681,,"Meena Kumari, the poet : a life beyond cinema : Meena Kumari's Urdu poems in English translation / translated by Noorul Hasan ; introduction by Philip Bounds & Daisy Hasan.",meena kumari the poet a life beyond cinema meena kumaris urdu poems in english translation translated by noorul hasan introduction by philip bounds daisy hasan,,,penn,meena kumari the poet a life beyond cinema meena kumaris urdu poems in english translation translated by noorul hasan introduction by philip bounds daisy hasan,ta,9788174369673 paperback,,,9788174369673 paperback,9788174369673 paperback,t,Text,"['286bd6d7-79a1-4d1b-ae85-b68d32de402e', '19c2fc9a-0704-4c79-8ccd-fcbf4dcb0fa8']"
0358274249 (hardcover),9977780523903681,2019025605,Mrs. Mohr goes missing / Maryla Szymiczkowa ; translated from the Polish by Antonia Lloyd-Jones.,mrs mohr goes missing maryla szymiczkowa translated from the polish by antonia lloydjones,first us edition,,penn,mrs mohr goes missing maryla szymiczkowa translated from the polish by antonia lloydjones_first us edition,ta,9780358161462; 0358161460 (trade paperback); 9780358274247 (hardcover); 0358274249 (hardcover); 9780358150954 (ebook); 9780358311232; 9780358307082,First U.S. edition.,,2019025605; 9780358161462; 0358161460 (trade paperback); 9780358274247 (hardcover); 0358274249 (hardcover); 9780358150954 (ebook); 9780358311232; 9780358307082,2019025605; 9780358161462; 0358161460 (trade paperback); 9780358274247 (hardcover); 0358274249 (hardcover); 9780358150954 (ebook); 9780358311232; 9780358307082,t,Text,[]
real review what it means to live today,9977262908603681,,Real review : what it means to live today.,real review what it means to live today,,,penn,real review what it means to live today,ta,,,,,real review what it means to live today,t,Text,"['da22dcd5-ceb8-48b3-b99a-e7ab1123d61b', 'e9a51b80-9fd5-4fa6-8c1c-6cfa4c07e5ac', 'f72c30fc-b7eb-43e3-926f-a2612ab3dbac', 'c22381b1-5cd0-45ff-a7d2-f47af4760582', '9e4ef745-e264-4e0e-a49c-8fefd4448765', '077e2bc2-1c5c-405c-a8fd-5ca75fbf6768', '8549eaf9-10d0-4546-ac01-978a9b75298c', '9d250e72-5f92-4beb-98ed-e25adee8c385', 'b6235847-5354-47cd-97af-c58508a9e2b4', '63847bcc-e374-4790-bfe3-34f2ee8cc035', '45c9be94-8610-4ae2-a9f1-15bb9e193ca5', '5a8b3653-f4d7-4b7b-a155-a67ad60b6044', '42d8b921-3e6c-44bb-a0a4-4fe1cdd2387b', '6cfeb14d-711f-404c-8100-48cabf5f837e', 'af317ee0-dfb2-4a6d-8bea-5431bb7129c2', '162298dd-0c54-4959-af2f-2ebe9c0b74ee', '3f4cd317-1363-45ce-a834-01f6bad7d8ba', 'ba23c416-37b1-4b01-98f5-74ff23ebd93d', '0cff5f46-70d8-4bc6-aafb-0ae27e77d6a6', 'f3cf0c82-3f27-4e4d-9a79-46c4f499244f']"
9781742236636 (paperback),9977977102503681,,Rooted : an Australian history of bad language / Amanda Laugesen.,rooted an australian history of bad language amanda laugesen,,,penn,rooted an australian history of bad language amanda laugesen,ta,9781742236636 (paperback); 1742236634 (paperback); 9781742245089 (electronic book),,,9781742236636 (paperback); 1742236634 (paperback); 9781742245089 (electronic book),9781742236636 (paperback); 1742236634 (paperback); 9781742245089 (electronic book),t,Text,['fa0820b4-ee04-4e38-b613-5826bcb3d14f']
2014030711,9978154820803681,2014030711,Stormbound / by Jennifer Lynn Alvarez.,stormbound / by jennifer lynn alvarez.,first edition,,penn,stormbound / by jennifer lynn alvarez._first edition,ta,9780062286093 (hardcover); 0062286099 (hardcover),First edition.,,2014030711; 9780062286093 (hardcover); 0062286099 (hardcover),2014030711; 9780062286093 (hardcover); 0062286099 (hardcover),t,Text,['1ec2b076-5d49-4e6f-bd55-42eb4f62535c']
0060557354,9978563618803681,,The Anybodies / by N.E. Bode ; illustrated by Peter Ferguson.,the anybodies by ne bode illustrated by peter ferguson,,new york scholastic 2005 2004,penn,the anybodies by ne bode illustrated by peter ferguson_new york scholastic 2005 2004,ta,0439825911 (pbk.); 9780439825917 (pbk.); 9780060557355; 0060557354; 9780439802642; 0439802644,,"New York : Scholastic, [2005], ©2004.",0439825911 (pbk.); 9780439825917 (pbk.); 9780060557355; 0060557354; 9780439802642; 0439802644,0439825911 (pbk.); 9780439825917 (pbk.); 9780060557355; 0060557354; 9780439802642; 0439802644,t,Text,['8c7c9ecc-4f60-406d-a51a-45c7e2618273']
9780160955174,9978092113303681,,The nautical almanac for the year 2022.,the nautical almanac for the year 2022,,,penn,the nautical almanac for the year 2022,ta,9780160955174,,,9780160955174,9780160955174,t,Text,"['81603ff1-4cd3-4d34-9ace-57c107ab5f5d', 'b322020d-c70e-431f-9ad4-bdccfc890c44']"
0062414593 (international edition),9967783873503681,2015011453,The searcher / Simon Toyne.,the searcher simon toyne,first william morrow edition,,penn,the searcher simon toyne_first william morrow edition,ta,9780062329721 hardcover; 0062329723 hardcover; 9780062414595 (international edition); 0062414593 (international edition); 9780062329738 (ebook),First William Morrow edition.,,2015011453; 9780062329721 hardcover; 0062329723 hardcover; 9780062414595 (international edition); 0062414593 (international edition); 9780062329738 (ebook),2015011453; 9780062329721 hardcover; 0062329723 hardcover; 9780062414595 (international edition); 0062414593 (international edition); 9780062329738 (ebook),t,Text,"['e151ff68-e499-4a87-afec-409aecc69b5a', '1885c46d-f4fe-46d1-8983-267840722b2e']"
9559669486 paperback,9966194153503681,,The West reappraised / by A.M.A Azeez ; [edited by S.H.M. Jameel and M. Ali Azeez].,the west reappraised by ama azeez edited by shm jameel and m ali azeez,second edition,,penn,the west reappraised by ama azeez edited by shm jameel and m ali azeez_second edition,ta,9789559669487 paperback; 9559669486 paperback,Second edition.,,9789559669487 paperback; 9559669486 paperback,9789559669487 paperback; 9559669486 paperback,t,Text,['efeb6665-0233-4cfe-a454-85acd22a492a']
8186641637,9954387363503681,,"Urban infrastructure for the common man / edited by Rakesh Hooja, Rakesh Gupta.",urban infrastructure for the common man edited by rakesh hooja rakesh gupta,,,penn,urban infrastructure for the common man edited by rakesh hooja rakesh gupta,ta,8186641637; 9788186641637,,,8186641637; 9788186641637,8186641637; 9788186641637,t,Text,['4c533ee0-be52-4186-bb1f-84323fa1d9a0']
1938922131,9966576283503681,2012039112,"Visible, invisible : landscape works of Reed Hilderbrand / Douglas Reed and Gary Hilderbrand ; texts by Peter Walker, Robert Pogue Harrison, Gary Hilderbrand, Suzanne Turner, Niall Kirkwood, and William S. Saunders ; edited by Eric Kramer.",visible invisible landscape works of reed hilderbrand douglas reed and gary hilderbrand texts by peter walker robert pogue harrison gary hilderbrand suzanne turner niall kirkwood and william s saunders edited by eric kramer,,,penn,visible invisible landscape works of reed hilderbrand douglas reed and gary hilderbrand texts by peter walker robert pogue harrison gary hilderbrand suzanne turner niall kirkwood and william s saunders edited by eric kramer,ta,9781938922138; 1938922131,,,2012039112; 9781938922138; 1938922131,2012039112; 9781938922138; 1938922131,t,Text,"['ed48e24f-f748-4040-938a-115ff0e22760', '7029967c-7b11-48aa-b8d4-ddec583067a6']"
8124019649 (paperback),9961600333503681,,880-01 Bhāṣayuṭe abōdha sañcāraṅṅaḷ : Phrōyḍilninn Lakānilēkk / Sebāst̲t̲yan Vaṭṭamat̲t̲aṃ.,880-01 bhāṣayuṭe abōdha sañcāraṅṅaḷ : phrōyḍilninn lakānilēkk / sebāst̲t̲yan vaṭṭamat̲t̲aṃ.,,,penn,880-01 bhāṣayuṭe abōdha sañcāraṅṅaḷ : phrōyḍilninn lakānilēkk / sebāst̲t̲yan vaṭṭamat̲t̲aṃ.,ta,8124019649 (paperback); 9788124019641 (paperback),,,8124019649 (paperback); 9788124019641 (paperback),8124019649 (paperback); 9788124019641 (paperback),t,Text,['cf9256ef-54a4-4251-b9f5-67f4b754c260']
9788175701311,9977952880003681,,880-01 Kulluī Dalāṅgī sāhitya : nārī jīvana kī sārthaka abhivyakti / Ṭī. Ḍī. Esa. Āloka.,880-01 kulluī dalāṅgī sāhitya : nārī jīvana kī sārthaka abhivyakti / ṭī. ḍī. esa. āloka.,880-02 saṃskaraṇa 1.,,penn,880-01 kulluī dalāṅgī sāhitya : nārī jīvana kī sārthaka abhivyakti / ṭī. ḍī. esa. āloka._880-02 saṃskaraṇa 1.,ta,9788175701311,880-02 Saṃskaraṇa 1.,,9788175701311,9788175701311,t,Text,['81077174-3a2f-417c-99dc-5bd85ffd49df']
sa 68018616,9957587763503681,sa 68018616,"880-01 Nr̥tyaratnakośa : vividhapāṭhabhedādi samalaṅkr̥ta-prathamavāra prakāśita / Nr̥pati Kumbhakarṇadeva praṇīta ; sampādaka, Rasikalāla Choṭālāla Parīkha tathā Priyabālā Śāhā.","880-01 nr̥tyaratnakośa : vividhapāṭhabhedādi samalaṅkr̥ta-prathamavāra prakāśita / nr̥pati kumbhakarṇadeva praṇīta ; sampādaka, rasikalāla choṭālāla parīkha tathā priyabālā śāhā.",,"880-02 jayapura : rājasthāna purātattvānveṣaṇa mandira, 1957-1968.",penn,"880-01 nr̥tyaratnakośa : vividhapāṭhabhedādi samalaṅkr̥ta-prathamavāra prakāśita / nr̥pati kumbhakarṇadeva praṇīta ; sampādaka, rasikalāla choṭālāla parīkha tathā priyabālā śāhā._880-02 jayapura : rājasthāna purātattvānveṣaṇa mandira, 1957-1968.",ta,,,"880-02 Jayapura : Rājasthāna Purātattvānveṣaṇa Mandira, 1957-1968.",sa 68018616,sa 68018616,t,Text,['534d1472-9a3a-4c30-b539-32aedd39262d']
"880-01 takhatavilāsacampū / [śeṣapraṇīta] ; sampādaka, omprakāśa śarmā, govindarāma caraurā._880-02 prathamāvr̥tti.",9957563563503681,,"880-01 Takhatavilāsacampū / [Śeṣapraṇīta] ; sampādaka, Omprakāśa Śarmā, Govindarāma Caraurā.","880-01 takhatavilāsacampū / [śeṣapraṇīta] ; sampādaka, omprakāśa śarmā, govindarāma caraurā.",880-02 prathamāvr̥tti.,,penn,"880-01 takhatavilāsacampū / [śeṣapraṇīta] ; sampādaka, omprakāśa śarmā, govindarāma caraurā._880-02 prathamāvr̥tti.",ta,,880-02 Prathamāvr̥tti.,,,"880-01 takhatavilāsacampū / [śeṣapraṇīta] ; sampādaka, omprakāśa śarmā, govindarāma caraurā._880-02 prathamāvr̥tti.",t,Text,['b53680a1-903a-4844-bd54-2a0d2233b018']
9382300775 (hardcover),9977541734303681,,880-02 Svapnera rājabāṛi / Ratanatanu Ghāṭī.,880-02 svapnera rājabāṛi / ratanatanu ghāṭī.,880-03 prathama saṃskaraṇa.,,penn,880-02 svapnera rājabāṛi / ratanatanu ghāṭī._880-03 prathama saṃskaraṇa.,ta,9789382300779 (hardcover); 9382300775 (hardcover),880-03 Prathama saṃskaraṇa.,,9789382300779 (hardcover); 9382300775 (hardcover),9789382300779 (hardcover); 9382300775 (hardcover),t,Text,['a70e4ea8-6d54-4771-b777-97b8dca830ee']
