key,F001,F010_str,F245,normalized_title,normalized_edition,normalized_pub,source,match_key,F007_str,F020_str,F250_str,F260_str,id_list_str,key_array_str,F007_code,F007_desc,borrowdir_id
9780517234518,9977364533003681,77011163,Battleships of the U.S. Navy in World War II / Stefan Terzibaschitsch ; with 115 detailed drawings by Siegfried Beyer and 148 photographs ; translated and adapted by Heinz O. Vetters and Richard Cox.,battleships of the us navy in world war ii stefan terzibaschitsch with 115 detailed drawings by siegfried beyer and 148 photographs translated and adapted by heinz o vetters and richard cox,,,penn,battleships of the us navy in world war ii stefan terzibaschitsch with 115 detailed drawings by siegfried beyer and 148 photographs translated and adapted by heinz o vetters and richard cox,ta,0517234513; 9780517234518,,,77011163; 0517234513; 9780517234518,77011163; 0517234513; 9780517234518,t,Text,['803b7217-6f85-4c42-98f3-f6a6ec75446e']
8188419176,9958878293503681,,Bhārata gaṛha kā praharī : Bhāratīya prathama svatantratā saṅgrāma senānī Mahārājā Mardana Siṃha / Jagadīśa Prasāda Bilagaiyām̐.,bhārata gaṛha kā praharī : bhāratīya prathama svatantratā saṅgrāma senānī mahārājā mardana siṃha / jagadīśa prasāda bilagaiyām̐.,,,penn,bhārata gaṛha kā praharī : bhāratīya prathama svatantratā saṅgrāma senānī mahārājā mardana siṃha / jagadīśa prasāda bilagaiyām̐.,ta,8188419176; 9788188419173,,,8188419176; 9788188419173,8188419176; 9788188419173,t,Text,['1ab1b812-29cf-45b7-a930-6210ebe09092']
2009235327,9977048776203681,2009235327,Craftsman,craftsman,,carol stream ill district council 4 gccibt,penn,craftsman_carol stream ill district council 4 gccibt,t|,,,"Carol Stream, Ill. : District Council #4, GCC/IBT",2009235327,2009235327,t,Text,[]
8173201234,9959903303503681,2013310933,Cultural heritage of Pabbar Valley / Hari Chauhan.,cultural heritage of pabbar valley hari chauhan,,,penn,cultural heritage of pabbar valley hari chauhan,ta,9788173201233; 8173201234; 8173201233,,,2013310933; 9788173201233; 8173201234; 8173201233,2013310933; 9788173201233; 8173201234; 8173201233,t,Text,['1953b779-dbec-4a07-85b1-7448bdc25537']
9789382381303,9963121193503681,2014347140,Dalit households in village economies / edited by V.K. Ramachandran and Madhura Swaminathan.,dalit households in village economies edited by vk ramachandran and madhura swaminathan,first edition,,penn,dalit households in village economies edited by vk ramachandran and madhura swaminathan_first edition,ta,9789382381303; 9382381309,First edition.,,2014347140; 9789382381303; 9382381309,2014347140; 9789382381303; 9382381309,t,Text,['fc3cfac5-be1b-4764-9a30-a4ff4f111b8d']
9781771663908 (softcover),9977328460103681,,Dear current occupant : a memoir / Chelene Knight.,dear current occupant a memoir chelene knight,first edition,,penn,dear current occupant a memoir chelene knight_first edition,ta,9781771663908 (softcover); 1771663901,First edition.,,9781771663908 (softcover); 1771663901,9781771663908 (softcover); 1771663901,t,Text,['d07c40df-65e6-462c-8a70-c2792897b9c1']
9780731196841 paperback,9977980944703681,,Hate is such a strong word / Sarah Ayoub.,hate is such a strong word sarah ayoub,,,penn,hate is such a strong word sarah ayoub,ta,9780732296841 (paperback); 0732296846 (paperback); 9780731196841 paperback; 0731196848 paperback; 9780731196845,,,9780732296841 (paperback); 0732296846 (paperback); 9780731196841 paperback; 0731196848 paperback; 9780731196845,9780732296841 (paperback); 0732296846 (paperback); 9780731196841 paperback; 0731196848 paperback; 9780731196845,t,Text,['517b6339-a352-4a6a-9779-383016de20ed']
8176580732,9958515963503681,2012337857,Kashmir under the shadow of gun : alternatives : making of Al Fatah : a case study / Rao Farman Ali Malik.,kashmir under the shadow of gun alternatives making of al fatah a case study rao farman ali malik,,,penn,kashmir under the shadow of gun alternatives making of al fatah a case study rao farman ali malik,ta,9788176580731; 8176580732,,,2012337857; 9788176580731; 8176580732,2012337857; 9788176580731; 8176580732,t,Text,['f64d0e54-5314-4add-b753-04be8b23fd1c']
9788192698366,9963723973503681,2014362038,"Nāyaka temples : history, architecture & iconography / M. Ragunath ; foreword, Raju Kalidos.",nayaka temples history architecture iconography m ragunath foreword raju kalidos,,,penn,nayaka temples history architecture iconography m ragunath foreword raju kalidos,ta,9788192698366; 819269836X,,,2014362038; 9788192698366; 819269836X,2014362038; 9788192698366; 819269836X,t,Text,['bbb133a2-ab8a-4028-86f4-a7757b48257f']
0545484413,9978151568503681,2011003773,One dog and his boy / by Eva Ibbotson.,one dog and his boy by eva ibbotson,first american edition,,penn,one dog and his boy by eva ibbotson_first american edition,ta,9780545351966; 0545351960 (hardcover ; alkaline paper); 9780545484411; 0545484413,First American edition.,,2011003773; 9780545351966; 0545351960 (hardcover ; alkaline paper); 9780545484411; 0545484413,2011003773; 9780545351966; 0545351960 (hardcover ; alkaline paper); 9780545484411; 0545484413,t,Text,[]
9789380028989 (paperback),9977927235003681,,"Ravana : roar of the demon king / [script, Abhimanyu Singh Sisodia ; edits, Eman Chowdhary & Aditi Ray ; art by Sachin Nagar].",ravana roar of the demon king script abhimanyu singh sisodia edits eman chowdhary aditi ray art by sachin nagar,,,penn,ravana roar of the demon king script abhimanyu singh sisodia edits eman chowdhary aditi ray art by sachin nagar,ta,9789380028989 (paperback); 9380028989 (paperback),,,9789380028989 (paperback); 9380028989 (paperback),9789380028989 (paperback); 9380028989 (paperback),t,Text,['6d1aee7d-7d6f-4dcc-8836-eb88109cd007']
9783718652839,9978088277903681,,Studies in Muslim-Jewish relations. Volume 1 / edited by Ronald L. Nettler.,studies in muslimjewish relations volume 1 edited by ronald l nettler,,,penn,studies in muslimjewish relations volume 1 edited by ronald l nettler,ta,3718652838; 9783718652839,,,3718652838; 9783718652839,3718652838; 9783718652839,t,Text,[]
0838946623,9977630751103681,,"Supporting today's students in the library : strategies for retaining and graduating international, transfer, first-generation, and re-entry students / editors, Ngoc-Yen Tran and Silke Higgins.",supporting todays students in the library strategies for retaining and graduating international transfer firstgeneration and reentry students editors ngocyen tran and silke higgins,,,penn,supporting todays students in the library strategies for retaining and graduating international transfer firstgeneration and reentry students editors ngocyen tran and silke higgins,ta,9780838946626; 0838946623,,,9780838946626; 0838946623,9780838946626; 0838946623,t,Text,[]
52013526,9924125183503681,52013526,The Holy Bible / translated from the original languages with critical use of all the ancient sources by members of the Catholic Biblical Association of America.,the holy bible translated from the original languages with critical use of all the ancient sources by members of the catholic biblical association of america,,paterson nj st anthony guild press 195269 v 2 1969,penn,the holy bible translated from the original languages with critical use of all the ancient sources by members of the catholic biblical association of america_paterson nj st anthony guild press 195269 v 2 1969,ta,,,"Paterson, N.J. : St. Anthony Guild Press, 1952-[69. v. 2, 1969]",52013526,52013526,t,Text,[]
16022750,997863753503681,16022750,"The religious thought of the Greeks, from Homer to the triumph of Christianity / by Clifford Herschel Moore.",the religious thought of the greeks from homer to the triumph of christianity by clifford herschel moore,second edition,,penn,the religious thought of the greeks from homer to the triumph of christianity by clifford herschel moore_second edition,ta,,Second edition.,,16022750,16022750,t,Text,"['7188f3c8-f951-4187-bdd3-98b2c8e9289f', '56fb4bbc-1ff2-4756-bd4e-44d2bf91cead']"
9788192450209 hardback,9961276703503681,,"Tibet in the earliest photographs by Russian travelers, 1900-1901 / edited by Alexandre Andreyev.",tibet in the earliest photographs by russian travelers 19001901 edited by alexandre andreyev,,,penn,tibet in the earliest photographs by russian travelers 19001901 edited by alexandre andreyev,ta,9788192450209 hardback; 8192450201,,,9788192450209 hardback; 8192450201,9788192450209 hardback; 8192450201,t,Text,[]
9783956792236 paperback,9970776963503681,,"Transparenzen = Transparencies / [Herausgeber, Simone Neuenschwander, Thomas Thiel ; Übersetzungen, Kerstin Knepper, Cynthia Krell, Amy Patton ; Autoren, Emmanuel Alloa ... [and others]].","transparenzen = transparencies / [herausgeber, simone neuenschwander, thomas thiel ; übersetzungen, kerstin knepper, cynthia krell, amy patton ; autoren, emmanuel alloa ... [and others]].",,,penn,"transparenzen = transparencies / [herausgeber, simone neuenschwander, thomas thiel ; übersetzungen, kerstin knepper, cynthia krell, amy patton ; autoren, emmanuel alloa ... [and others]].",tu,9783956792236 paperback; 3956792238 paperback,,,9783956792236 paperback; 3956792238 paperback,9783956792236 paperback; 3956792238 paperback,t,Text,[]
2018005885,9977262652203681,2018005885,Turbulence / Stuart Woods.,turbulence stuart woods,,,penn,turbulence stuart woods,ta,9780735219199 (hardback); 0735219192 (hardback); 9780735219212 (epub),,,2018005885; 9780735219199 (hardback); 0735219192 (hardback); 9780735219212 (epub),2018005885; 9780735219199 (hardback); 0735219192 (hardback); 9780735219212 (epub),t,Text,"['f3b19fac-4f9b-4568-ab0d-748fc5c9a5dd', '7edd119e-73ea-4bc6-883d-51dd80794a10', '4ddea9c0-7011-4195-8e1b-575ab1d1937b', '9145fb68-8c95-4740-adaf-e3eef24cba70', '5755d30d-8f5a-4274-8288-065c6eed012e', '0db25662-ac3c-4971-8821-c5f6439149cc']"
8178240750,9962053503503681,,Urdu texts and contexts : the selected essays of C.M. Naim.,urdu texts and contexts the selected essays of cm naim,,,penn,urdu texts and contexts the selected essays of cm naim,ta,8178240750,,,8178240750,8178240750,t,Text,['1f3dea60-b683-41a9-8f33-ec859106dd02']
1855144816,9962628203503681,,"Virginia Woolf : art, life and vision / Frances Spalding.",virginia woolf art life and vision frances spalding,,,penn,virginia woolf art life and vision frances spalding,ta,9781855144811; 1855144816,,,9781855144811; 1855144816,9781855144811; 1855144816,t,Text,['6901070d-7082-4475-9bf2-0639354b4fab']
9780995708235 (hardback),9977667326503681,,"Yto Barrada / Yto Barrada, Jean-Louis Cohen, Lotte Johnson.",yto barrada yto barrada jeanlouis cohen lotte johnson,,,penn,yto barrada yto barrada jeanlouis cohen lotte johnson,ta,9780995708235 (hardback); 0995708231 (hardback),,,9780995708235 (hardback); 0995708231 (hardback),9780995708235 (hardback); 0995708231 (hardback),t,Text,[]
9788126429400 paperback,9959110273503681,,"880-01 Ātmakatha / Vi. Ār. Kr̥ṣṇayyar ; vivarttanaṃ, Eṃ. Pi. Sadāśivan.","880-01 ātmakatha / vi. ār. kr̥ṣṇayyar ; vivarttanaṃ, eṃ. pi. sadāśivan.",,,penn,"880-01 ātmakatha / vi. ār. kr̥ṣṇayyar ; vivarttanaṃ, eṃ. pi. sadāśivan.",ta,9788126429400 paperback,,,9788126429400 paperback,9788126429400 paperback,t,Text,['04a5cbdd-4198-42ad-8eba-3c340fd4b132']
9788126436217 paperback,9961600103503681,,"880-01 Nidhidvīp / Ār. El. St̲t̲īvansaṇ ; janar̲al eḍit̲t̲ar, Pi. Ke. Rājaśēkharan ; saṅgr̥hīta punarākhyānaṃ, E. Vijayan.","880-01 nidhidvīp / ār. el. st̲t̲īvansaṇ ; janar̲al eḍit̲t̲ar, pi. ke. rājaśēkharan ; saṅgr̥hīta punarākhyānaṃ, e. vijayan.",,,penn,"880-01 nidhidvīp / ār. el. st̲t̲īvansaṇ ; janar̲al eḍit̲t̲ar, pi. ke. rājaśēkharan ; saṅgr̥hīta punarākhyānaṃ, e. vijayan.",ta,9788126436217 paperback,,,9788126436217 paperback,9788126436217 paperback,t,Text,['a0643344-f673-4ae6-a527-b0a000252428']
1743795637 (hardback),9977875853603681,,A bigger picture / Malcolm Turnbull.,a bigger picture malcolm turnbull,,,penn,a bigger picture malcolm turnbull,ta,9781743795637 (hardback); 1743795637 (hardback),,,9781743795637 (hardback); 1743795637 (hardback),9781743795637 (hardback); 1743795637 (hardback),t,Text,['84d56aea-adc9-421c-814f-e0e6af347535']
2865382982 (v. 31),994009893503681,56021226,Archives royales de Mari / publiés sous la direction de André Parrot et Georges Dossin.,archives royales de mari / publiés sous la direction de andré parrot et georges dossin.,,"paris : impr. nationale, 1950-<c2005>",penn,"archives royales de mari / publiés sous la direction de andré parrot et georges dossin._paris : impr. nationale, 1950-<c2005>",ta,2705300163 (v. 18); 9782705300166 (v. 18); 0270530597 (v. 10); 2865382710 (v. 28); 9782865382712 (v. 28); 9782271068019 (v. 30); 2271068010 (v. 30); 2865382982 (v. 31); 9782865382989 (v. 31); 9789042939653 (v. 33); 9042939656,,"Paris : Impr. nationale, 1950-<c2005>",56021226; 2705300163 (v. 18); 9782705300166 (v. 18); 0270530597 (v. 10); 2865382710 (v. 28); 9782865382712 (v. 28); 9782271068019 (v. 30); 2271068010 (v. 30); 2865382982 (v. 31); 9782865382989 (v. 31); 9789042939653 (v. 33); 9042939656,56021226; 2705300163 (v. 18); 9782705300166 (v. 18); 0270530597 (v. 10); 2865382710 (v. 28); 9782865382712 (v. 28); 9782271068019 (v. 30); 2271068010 (v. 30); 2865382982 (v. 31); 9782865382989 (v. 31); 9789042939653 (v. 33); 9042939656,t,Text,['80419b43-72f3-426a-a4eb-d161aa15af85']
97881904464128,9958734813503681,,"Bhārata ke prasiddha santa / lekhaka, Kapila Vātsyāyana.","bhārata ke prasiddha santa / lekhaka, kapila vātsyāyana.",,,penn,"bhārata ke prasiddha santa / lekhaka, kapila vātsyāyana.",ta,97881904464128,,,97881904464128,97881904464128,t,Text,['792fd12c-579a-4228-9bdc-34831c15d218']
9789380821856,9977242204703681,2016333593,Bihāra evaṃ Vanāṃcala ke pramukha aitihāsika sthala evaṃ paryaṭana kendra / Tārakeśvara Prasāda Siṃha = Bihar evam Jharkhand ke pramukh etihasik sthala aem prayatan kendra / by Tarkeshwar Prasad Singh.,bihāra evaṃ vanāṃcala ke pramukha aitihāsika sthala evaṃ paryaṭana kendra / tārakeśvara prasāda siṃha = bihar evam jharkhand ke pramukh etihasik sthala aem prayatan kendra / by tarkeshwar prasad singh.,prathama saṃskaraṇa.,,penn,bihāra evaṃ vanāṃcala ke pramukha aitihāsika sthala evaṃ paryaṭana kendra / tārakeśvara prasāda siṃha = bihar evam jharkhand ke pramukh etihasik sthala aem prayatan kendra / by tarkeshwar prasad singh._prathama saṃskaraṇa.,ta,9789380821856; 9380821859,Prathama saṃskaraṇa.,,2016333593; 9789380821856; 9380821859,2016333593; 9789380821856; 9380821859,t,Text,['e18722ec-60bf-49d6-aea7-1e3b18bac8cb']
2019300128,9977548481203681,2019300128,"Elmgreen & Dragset / Linda Yablonsky, Martin Herbert, Connie Butler, Jason Schmidt.","elmgreen & dragset / linda yablonsky, martin herbert, connie butler, jason schmidt.",,,penn,"elmgreen & dragset / linda yablonsky, martin herbert, connie butler, jason schmidt.",ta,0714875716 paperback; 9780714875712 paperback,,,2019300128; 0714875716 paperback; 9780714875712 paperback,2019300128; 0714875716 paperback; 9780714875712 paperback,t,Text,"['4f872220-ce79-454f-b9ce-0c13d60eb3e8', 'ea6d35f0-998a-424f-83e3-2aaac984532c', '9146f760-dfe4-4ca9-8fbe-ce7a80487761', '32c22f11-42dc-4899-82b6-ae537ac56ebd', '699d9146-0490-4e19-9a0e-16af1a737cf3', 'df0a473e-f39d-4eee-94f5-8a06af2e27aa', '4bd88bc9-3c3c-42b3-9e2c-9a4ce3fac33a', '3ba3668e-1a2f-4667-ab24-699090b0a21e', '8ab1bad1-8398-4774-b838-26b20cb03957', '6a445ce6-d474-437f-bd2c-8cc48a0a3adf', '73cc28e0-1026-4e4f-95f8-83649c689442', '7b4f9ef2-6f42-4311-9909-971ec35d7622', '89295788-0b62-416f-b6ee-51920d75cf04', '773d3300-583e-4ad1-b2cc-93db55f3d6aa', 'eb63d90d-abb4-47da-abe3-37f05769582a', 'b6929578-0932-4502-8fd1-ca7a577d9475', '8c3a9356-abc7-4df3-a3a5-8f4d0783c00c', '640d00e3-0e12-4049-92c8-5eac872e7533', '998b77d3-9728-4018-9e35-15c9947305ff', '349f4a8d-b4e2-43b0-9a38-29ba616c388c']"
9380828691,9965349083503681,2012339257,India's biggest cover-up / Anuj Dhar.,indias biggest coverup anuj dhar,,,penn,indias biggest coverup anuj dhar,ta,9789380828695; 9380828691,,,2012339257; 9789380828695; 9380828691,2012339257; 9789380828695; 9380828691,t,Text,[]
